student_id,school_name,governorate,city,grade,grade_label,study_hours,attendance_pct,assignments_done,quizzes_solved,login_frequency,missed_deadlines,retries,revision_sessions,time_per_task_min,final_score,learner_status
G12_S09_0003,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,4.31,65.7,8,8.0,21,0,0,3,50.1,49.1,average
G11_S09_0011,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,3.63,82.5,9,7.0,22,5,1,0,37.6,35.4,at_risk
G12_S08_0087,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,6.47,70.6,6,14.0,25,6,2,0,28.3,45.3,average
G11_S05_0044,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,4.6,73.2,18,12.0,23,4,4,2,31.9,72.2,strong
G12_S08_0121,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,5.38,81.4,12,8.0,7,7,4,1,35.2,51.6,average
G10_S07_0109,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,5.85,63.8,6,7.0,22,4,2,4,18.3,41.4,average
G10_S07_0078,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,1.91,94.3,19,11.0,15,9,0,3,36.1,54.4,average
G11_S01_0072,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,4.53,79.1,12,4.0,3,8,3,2,38.3,27.3,at_risk
G12_S08_0030,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,2.54,90.2,3,3.0,22,2,1,4,35.1,32.5,at_risk
G10_S08_0073,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,7.21,72.8,2,0.0,10,2,0,7,21.9,50.2,average
G11_S09_0087,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,2.16,76.5,6,14.0,15,9,0,1,23.8,32.4,at_risk
G11_S10_0118,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,4.26,80.9,3,8.0,27,4,0,3,25.1,50.3,average
G11_S07_0105,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.7,92.1,17,0.0,20,2,0,2,42.4,55.6,average
G12_S04_0016,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,6.65,73.4,14,5.0,24,2,3,5,50.4,63.8,average
G10_S05_0076,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,2.0,73.0,16,14.0,17,0,3,5,25.4,78.3,strong
G11_S09_0109,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,,67.6,13,1.0,13,0,3,0,28.0,41.4,average
G12_S03_0049,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,3.65,72.7,8,14.0,26,0,3,6,32.8,54.4,average
G10_S05_0129,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,5.05,75.0,12,3.0,9,1,1,1,41.2,55.5,average
G10_S03_0113,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,5.27,73.8,8,5.0,24,5,3,5,24.7,50.3,average
G12_S01_0147,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,3.9,76.4,5,8.0,29,6,0,3,27.9,35.3,at_risk
G11_S01_0017,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,7.23,85.2,16,4.0,5,2,1,1,39.3,65.7,average
G10_S06_0076,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,6.85,63.2,1,4.0,7,9,2,3,30.5,8.7,at_risk
G12_S02_0118,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,6.18,82.3,15,6.0,27,5,0,7,43.3,66.9,average
G12_S07_0075,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,6.51,78.8,2,2.0,25,7,0,0,44.6,18.5,at_risk
G10_S05_0017,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,4.04,88.7,5,6.0,16,2,4,6,23.6,63.1,average
G10_S01_0115,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,4.82,74.9,3,7.0,12,5,4,0,52.0,29.6,at_risk
G10_S03_0118,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.46,88.3,17,3.0,15,4,2,5,32.4,58.0,average
G12_S01_0070,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,3.31,68.5,19,7.0,12,9,4,0,31.2,21.8,at_risk
G11_S01_0126,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,,67.4,12,,11,7,3,6,40.0,43.2,average
G12_S10_0104,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,1.84,77.3,7,8.0,2,6,1,5,34.8,51.8,average
G11_S10_0047,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,2.41,79.9,18,1.0,26,6,3,6,30.1,54.3,average
G12_S09_0010,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,5.5,68.1,1,1.0,10,8,3,7,21.0,16.7,at_risk
G11_S04_0133,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.96,86.3,5,10.0,3,4,2,7,52.7,57.6,average
G10_S06_0004,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,4.29,59.5,17,14.0,26,1,4,7,36.8,96.4,strong
G11_S07_0147,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.65,96.1,13,3.0,11,7,1,1,29.8,38.1,at_risk
G12_S07_0070,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,7.27,72.4,5,14.0,13,1,4,3,6.2,68.7,average
G12_S03_0074,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,3.85,67.6,7,3.0,26,3,4,1,30.0,27.7,at_risk
G12_S08_0058,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,4.18,60.1,8,0.0,28,2,1,7,22.6,47.2,average
G11_S07_0045,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.29,78.2,9,12.0,14,5,2,1,31.7,60.4,average
G10_S08_0017,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,3.86,62.2,18,12.0,28,1,2,3,24.3,78.7,strong
G12_S07_0014,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,5.12,86.2,13,2.0,27,7,3,4,28.6,35.2,at_risk
G12_S04_0049,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,6.02,88.3,7,14.0,28,4,2,3,32.2,72.6,strong
G11_S09_0039,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,3.61,74.0,19,12.0,2,2,3,4,35.2,92.7,strong
G12_S07_0101,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,,88.1,12,2.0,8,5,1,1,43.2,36.9,at_risk
G11_S01_0069,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,5.04,75.8,12,8.0,18,9,3,3,14.5,46.8,average
G11_S07_0028,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,4.24,71.6,13,0.0,27,5,3,4,47.4,37.0,at_risk
G12_S05_0147,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,4.39,68.8,2,5.0,23,9,3,2,55.3,13.0,at_risk
G12_S08_0130,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,5.56,63.8,2,,28,2,3,2,16.2,40.3,average
G11_S02_0038,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,3.56,75.4,2,2.0,19,9,3,1,35.7,0.0,at_risk
G10_S06_0102,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,3.46,82.8,15,2.0,11,8,0,4,27.1,37.0,at_risk
G12_S04_0097,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,5.89,76.0,2,12.0,10,5,1,3,32.5,38.8,at_risk
G10_S06_0146,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,2.96,79.6,10,7.0,4,0,3,6,28.7,60.0,average
G10_S03_0036,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.47,59.5,8,13.0,21,3,4,4,40.9,70.2,strong
G11_S09_0140,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,3.62,67.7,2,10.0,14,8,3,0,26.0,29.8,at_risk
G12_S01_0088,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,2.51,59.9,5,11.0,28,8,3,7,5.0,27.0,at_risk
G10_S09_0149,Mansoura Secondary School for Boys,Dakahlia,Mansoura,10,Grade 10 - First Secondary,4.94,71.0,14,4.0,21,6,4,4,31.9,37.1,at_risk
G10_S07_0116,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,6.03,62.4,17,1.0,1,0,2,5,31.8,65.3,average
G11_S09_0117,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,4.2,60.5,6,13.0,15,6,0,2,29.1,39.1,at_risk
G11_S01_0132,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,6.5,71.9,5,0.0,21,7,1,0,19.5,16.1,at_risk
G11_S07_0090,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,2.46,78.9,12,6.0,9,4,4,0,40.5,42.4,average
G12_S05_0131,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,3.46,51.7,16,7.0,17,6,1,3,32.9,29.8,at_risk
G12_S02_0102,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,4.33,59.5,3,2.0,7,0,4,3,41.9,28.6,at_risk
G12_S08_0125,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,3.71,88.9,15,4.0,22,5,0,2,18.8,42.6,average
G11_S04_0121,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,,71.7,19,1.0,25,3,4,2,23.0,43.5,average
G12_S10_0047,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,6.53,86.2,0,5.0,16,0,4,6,20.0,66.7,average
G11_S01_0136,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,2.13,95.3,2,8.0,26,4,4,1,32.9,21.4,at_risk
G11_S07_0080,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.64,70.0,6,14.0,18,2,3,2,42.3,47.0,average
G11_S06_0016,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,7.14,81.0,9,4.0,3,5,0,5,36.0,62.3,average
G11_S10_0110,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,2.14,86.4,17,5.0,27,2,4,3,39.1,73.5,strong
G12_S01_0060,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,6.91,93.9,8,13.0,9,4,1,0,36.1,61.8,average
G11_S05_0042,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,4.28,68.8,3,14.0,8,4,2,4,37.9,64.5,average
G12_S01_0119,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,3.36,70.9,18,,10,8,3,2,31.4,39.6,at_risk
G12_S09_0061,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,5.89,73.6,10,10.0,3,8,4,4,26.2,61.6,average
G12_S07_0146,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,,99.7,7,14.0,1,7,4,5,36.3,56.4,average
G12_S03_0057,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,5.95,70.0,16,9.0,29,3,3,4,23.0,64.0,average
G11_S09_0045,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,6.65,85.5,4,2.0,19,0,0,5,17.6,80.5,strong
G12_S04_0057,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,5.76,75.0,19,6.0,11,1,4,7,22.3,100.0,strong
G11_S02_0030,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,3.72,90.5,12,8.0,29,9,0,2,55.5,38.4,at_risk
G12_S01_0148,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,3.0,70.8,14,5.0,24,1,3,1,26.2,32.8,at_risk
G11_S06_0045,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.62,57.6,2,0.0,27,0,1,0,35.7,21.3,at_risk
G10_S04_0131,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,8.01,77.3,2,14.0,12,5,2,7,28.4,80.1,strong
G10_S10_0121,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,5.3,94.0,18,,7,3,3,2,45.3,90.0,strong
G12_S08_0021,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,5.12,82.9,18,4.0,18,3,1,6,35.4,78.8,strong
G12_S03_0044,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,3.48,62.0,15,1.0,21,6,4,6,44.1,28.9,at_risk
G12_S05_0073,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,1.62,77.9,15,14.0,5,2,1,3,12.6,72.9,strong
G10_S04_0110,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,,72.0,5,4.0,14,1,3,4,34.8,51.1,average
G11_S09_0150,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,5.51,,14,7.0,4,5,1,4,39.0,62.9,average
G10_S04_0063,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.81,77.6,5,12.0,6,8,4,2,50.4,46.9,average
G10_S08_0032,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,3.85,51.1,10,11.0,17,8,0,6,20.4,44.8,average
G11_S02_0015,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,5.47,54.8,16,5.0,21,4,3,1,38.3,38.0,at_risk
G10_S07_0113,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,3.42,88.8,17,12.0,7,1,3,5,30.2,83.7,strong
G11_S03_0132,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,3.89,72.3,6,1.0,26,6,1,6,11.9,33.2,at_risk
G10_S08_0101,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,6.33,77.1,1,4.0,8,0,2,6,35.5,68.6,average
G11_S09_0139,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,4.96,87.8,3,1.0,2,4,1,1,29.0,34.4,at_risk
G10_S01_0117,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,4.22,70.5,4,3.0,27,6,3,7,44.5,18.7,at_risk
G10_S05_0141,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,,61.6,10,5.0,20,7,0,1,30.2,39.3,at_risk
G12_S09_0129,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,2.19,66.0,6,7.0,5,4,4,7,28.3,29.4,at_risk
G12_S05_0076,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,1.41,53.4,4,9.0,8,2,3,0,39.3,7.5,at_risk
G10_S06_0081,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,2.24,100.0,0,3.0,22,4,0,6,32.2,22.5,at_risk
G10_S01_0120,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,3.64,,16,9.0,20,5,1,5,32.7,71.8,strong
G12_S09_0104,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,2.92,69.3,11,,24,1,0,2,23.6,23.2,at_risk
G12_S09_0072,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,4.61,76.4,8,12.0,15,7,0,1,23.5,34.6,at_risk
G10_S05_0036,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,3.82,54.3,4,6.0,22,6,0,5,31.0,33.1,at_risk
G12_S08_0093,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,3.75,71.8,3,10.0,11,0,4,6,24.5,56.5,average
G10_S07_0092,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,5.61,78.5,12,12.0,27,1,3,4,19.3,86.8,strong
G10_S06_0127,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,3.45,74.5,10,5.0,16,3,0,3,17.5,56.0,average
G10_S01_0005,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,4.92,71.3,0,3.0,20,4,1,3,22.4,21.5,at_risk
G12_S01_0052,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,4.06,63.9,7,3.0,9,3,0,6,42.3,33.7,at_risk
G12_S01_0125,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,3.97,73.7,13,2.0,24,2,2,6,33.8,41.6,average
G11_S08_0111,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,3.02,,12,4.0,11,2,1,5,23.3,43.7,average
G11_S07_0092,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,,48.7,0,8.0,26,6,1,0,34.5,13.7,at_risk
G12_S06_0105,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,2.61,83.6,0,9.0,13,4,2,5,32.4,36.6,at_risk
G11_S02_0066,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,2.87,82.3,6,2.0,8,2,4,2,53.5,46.1,average
G10_S08_0099,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,6.75,78.1,0,12.0,28,4,3,1,22.6,58.7,average
G12_S02_0112,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,6.11,69.0,12,3.0,27,2,0,7,60.9,69.3,average
G10_S04_0125,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,3.79,86.2,8,8.0,23,6,1,4,22.3,51.8,average
G12_S06_0020,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,5.76,73.6,12,13.0,12,9,2,0,22.7,48.7,average
G12_S05_0137,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,3.89,78.7,3,1.0,15,8,3,1,29.0,17.6,at_risk
G12_S08_0097,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,6.34,80.1,16,2.0,6,4,4,5,22.4,69.9,average
G10_S06_0104,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,3.53,94.4,17,0.0,23,4,2,3,33.3,47.9,average
G11_S04_0033,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.52,91.9,5,1.0,17,2,3,5,37.9,41.8,average
G11_S09_0075,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,4.42,79.6,19,12.0,3,4,3,5,21.0,86.2,strong
G10_S08_0117,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,2.01,75.0,8,12.0,15,5,3,5,41.3,58.7,average
G10_S07_0072,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,,,17,10.0,1,2,2,4,17.8,81.5,strong
G11_S09_0002,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,4.25,64.6,11,12.0,7,5,1,0,54.0,59.7,average
G12_S06_0098,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,6.36,87.4,12,5.0,2,4,1,4,20.1,76.2,strong
G11_S06_0119,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.95,83.6,1,0.0,19,4,1,7,17.2,29.4,at_risk
G12_S08_0066,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,5.37,70.9,18,11.0,10,6,3,5,5.9,84.6,strong
G12_S08_0082,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,3.18,72.6,10,,5,0,0,7,12.8,66.6,average
G11_S10_0101,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,2.47,64.7,5,14.0,25,5,4,0,19.5,41.2,average
G10_S04_0075,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.47,38.8,12,1.0,9,6,1,4,42.8,15.6,at_risk
G11_S07_0056,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,6.37,84.5,13,5.0,18,8,3,4,23.1,55.2,average
G11_S03_0042,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,8.25,85.7,19,10.0,18,4,4,5,34.1,95.4,strong
G10_S04_0088,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,4.48,81.6,7,14.0,23,1,2,6,15.8,78.5,strong
G11_S09_0107,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,4.11,75.4,1,12.0,18,3,3,3,36.5,46.9,average
G12_S02_0026,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,4.39,87.8,15,8.0,7,9,2,2,35.0,54.6,average
G10_S06_0035,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,2.1,76.6,19,3.0,28,6,4,6,28.7,51.7,average
G12_S08_0008,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,7.62,68.9,19,11.0,22,2,3,1,36.9,75.5,strong
G10_S10_0060,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,4.13,67.9,5,,22,7,3,1,52.6,19.8,at_risk
G11_S07_0138,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,4.41,71.2,9,14.0,9,1,4,1,21.6,49.2,average
G10_S02_0005,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,4.45,77.8,14,10.0,15,1,1,4,37.5,71.5,strong
G12_S01_0010,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,3.73,84.0,10,,13,6,2,3,31.8,11.4,at_risk
G11_S02_0037,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.61,100.0,0,5.0,14,2,2,4,25.4,41.2,average
G11_S10_0052,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,2.77,,15,2.0,18,1,0,7,44.3,62.9,average
G12_S10_0103,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,2.59,70.9,8,12.0,20,6,3,2,19.4,43.0,average
G12_S06_0114,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,5.2,84.4,0,13.0,25,4,0,0,30.6,45.3,average
G11_S09_0034,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,4.18,85.2,14,4.0,7,9,1,2,13.6,47.6,average
G11_S03_0096,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,4.48,53.4,11,13.0,12,8,2,3,35.5,49.6,average
G10_S04_0120,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,4.61,75.5,9,2.0,19,0,0,3,37.4,42.2,average
G11_S03_0017,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,3.62,80.8,12,14.0,9,0,2,2,25.9,82.3,strong
G11_S04_0116,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,2.34,,8,13.0,7,8,1,5,25.3,24.3,at_risk
G10_S01_0128,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,3.74,79.7,16,12.0,26,3,3,3,47.7,67.3,average
G12_S03_0095,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,3.51,90.0,3,2.0,18,2,2,3,20.0,26.1,at_risk
G12_S03_0028,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,4.84,,19,2.0,23,7,3,0,48.2,38.1,at_risk
G12_S10_0137,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,5.37,100.0,9,7.0,24,0,1,5,10.3,75.2,strong
G11_S10_0126,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,5.41,95.6,1,1.0,28,0,3,1,29.1,52.9,average
G10_S07_0081,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,0.06,81.6,0,10.0,7,3,0,2,21.7,25.2,at_risk
G11_S06_0051,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.59,72.8,1,2.0,23,7,4,4,23.3,27.0,at_risk
G10_S02_0041,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.26,81.4,10,14.0,8,3,2,7,21.5,78.3,strong
G10_S08_0090,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,4.05,87.6,10,13.0,27,6,2,2,27.6,49.6,average
G10_S05_0100,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,2.58,92.6,19,10.0,17,5,3,4,39.3,79.5,strong
G12_S09_0105,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,0.0,98.0,6,6.0,23,6,0,6,21.7,27.0,at_risk
G10_S05_0007,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,5.38,85.8,12,6.0,6,0,3,7,18.4,83.4,strong
G10_S03_0002,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.72,96.2,2,4.0,24,9,1,6,33.0,34.1,at_risk
G12_S03_0121,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,5.73,79.5,4,1.0,5,3,0,0,40.7,15.9,at_risk
G12_S09_0143,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,4.13,92.3,1,5.0,8,6,3,5,30.8,34.9,at_risk
G10_S08_0011,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,4.03,65.1,7,8.0,19,5,4,1,33.3,45.2,average
G11_S08_0016,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,,67.3,9,0.0,6,7,2,2,25.5,0.4,at_risk
G12_S10_0145,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,4.45,,1,5.0,17,2,4,0,20.0,29.9,at_risk
G10_S08_0020,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,5.05,72.4,1,3.0,19,0,3,0,36.9,39.0,at_risk
G11_S07_0125,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.67,96.7,9,0.0,22,8,2,4,30.7,24.4,at_risk
G11_S05_0106,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,2.75,64.1,6,12.0,21,6,2,5,34.9,51.1,average
G10_S09_0044,Mansoura Secondary School for Boys,Dakahlia,Mansoura,10,Grade 10 - First Secondary,4.87,88.4,18,4.0,14,6,2,6,36.6,68.0,average
G10_S01_0017,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,3.8,85.6,12,9.0,7,3,1,4,22.3,64.6,average
